attribute_id	attribute_name																																																		
a19_name_full	Name (Full)	2	5	5	4	5	4	3	2	3	3	5	4	4	4	5	5	5	5	5	5	5	5	5	4	5	5	3	3	5	5	4	3	3	5	4	5	3	2	4	5	1	5	5	2	5	3	3	4	5	4
a20_name_first	Name (First)	2	1	5	2	5	2	4	2	4	3	5	4	3	4	5	5	3	4	5	4	5	4	5	2	5	3	2	3	5	5	3	3	2	5	3	5	2	2	2	5	1	5	5	1	4	4	1	4	4	4
a21_name_last	Name (Last)	2	4	5	4	5	5	4	4	3	4	5	5	5	1	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	4	3	5	2	5	3	2	5	4	4	5	5	5	5	3	4	5	5	5
a23_birth_city	Place of Birth	2	4	5	5	5	5	3	5	3	4	5	3	3	1	5	5	5	5	5	5	5	5	5	2	5	4	5	5	5	5	5	3	5	5	4	5	4	2	5	4	4	5	5	5	4	4	4	4	5	5
a24_birth_date	Date of Birth	2	3	5	5	5	5	3	5	1	4	1	3	2	2	5	5	5	4	4	5	5	5	3	4	4	3	5	4	5	5	5	3	4	5	4	5	3	2	4	5	2	5	5	4	5	3	3	5	5	5
a25_nationality	Nationality	2	1	1	3	3	4	3	3	3	2	2	4	3	3	5	4	4	4	2	4	2	3	1	2	5	3	3	4	3	5	4	2	3	5	4	3	1	3	1	2	1	5	5	3	5	1	1	3	5	4
a26_handwriting	Handwriting	2	5	5	3	5	4	4	4	3	2	5	4	5	4	5	5	5	5	5	5	5	5	5	2	5	4	2	5	5	5	3	4	3	5	2	5	4	2	4	5	1	5	5	5	5	4	3	5	5	4
a27_marital_status	Marital status	2	1	2	1	3	2	3	2	3	3	2	3	4	2	5	3	2	2	1	3	2	4	2	5	3	2	1	2	3	2	2	3	2	5	4	3	1	2	1	2	1	5	1	5	5	2	2	3	4	1
a29_ausweis	National Identification	2	5	5	5	5	5	4	4	3	5	5	5	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	5	2	5	2	2	5	5	3	5	5	5	5	5	5	5	5	5
a30_credit_card	Credit Card	2	5	5	4	5	5	3	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	3	5	3	3	5	5	3	5	1	5	4	5	5	5	5	5
a31_passport	Passport	2	5	5	5	5	5	4	5	3	5	5	5	5	3	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	4	5	5	4	5	4	3	5	5	1	5	5	3	4	5	5	5	5	5
a32_drivers_license	Drivers License	2	5	5	3	5	5	3	4	3	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	4	5	5	3	5	5	4	5	5	3	5	5	5	5	5	5
a33_student_id	Student ID	2	5	5	5	5	5	4	5	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	3	4	5	5	5	3	2	5	5	4	5	5	5	5	5	3	5	5	5
a35_mail	Mail	3	2	5	3	4	3	3	2	2	3	5	4	3	5	5	3	5	4	5	4	5	4	5	2	5	4	5	5	5	1	2	3	3	5	2	5	2	2	3	4	1	5	5	1	4	5	3	5	4	4
a37_receipt	Receipts	2	4	5	3	4	4	3	4	3	3	2	5	5	4	5	5	3	3	3	5	5	5	4	2	5	5	2	5	5	5	4	4	2	5	2	5	2	2	5	5	4	5	5	5	5	4	3	4	5	4
a38_ticket	Tickets	2	3	5	4	5	5	3	4	4	5	5	5	3	5	5	5	5	4	5	5	5	5	5	3	5	4	5	4	5	5	4	3	3	5	4	5	5	2	5	4	1	5	5	5	5	5	3	4	5	4
